id,Address,Response_Address,Response_X,Response_Y
1,花蓮縣花蓮市府前路298號298之1號1樓,花蓮縣花蓮市民政里16鄰府前路298號,313325.815,2654601.771
2,花蓮縣花蓮市中正路65號1樓2樓,花蓮縣花蓮市主農里22鄰中正路65號,310633.875,2651810.728
3,花蓮縣花蓮市國富里十三鄰莊敬路72號1樓國富十街1之1號1樓,花蓮縣花蓮市國富里13鄰莊敬路72號,310669.549,2653851.89
4,花蓮縣花蓮市國聯一路2號2-1號,花蓮縣花蓮市國聯里32鄰國聯一路2號,311510.538,2654535.191
5,花蓮縣花蓮市中美路37號,花蓮縣花蓮市民勤里3鄰中美路37號,313136.728,2653553.745
6,花蓮縣花蓮市中興路71號,花蓮縣花蓮市民立里8鄰中興路71號,314073.099,2654366.463
7,花蓮縣花蓮市建國路236號238號1樓,花蓮縣花蓮市國魂里1鄰建國路236號,311068.37,2653409.683
8,花蓮縣花蓮市中正路563號1樓,花蓮縣花蓮市國治里11鄰中正路563號,311833.918,2652674.168
9,花蓮縣花蓮市國聯一路100號3樓,花蓮縣花蓮市國聯里35鄰國聯一路100號,311185.859,2654334.48
10,花蓮縣花蓮市和平路597號1樓,花蓮縣花蓮市國風里15鄰和平路597號,310954.75,2652852.1
11,花蓮縣花蓮市中美路83-1號83-2號,花蓮縣花蓮市民勤里15鄰中美路83之1號,313483.222,2653987.348
12,花蓮縣花蓮市民權路115號117號,花蓮縣花蓮市民立里5鄰民權路115號,313713.44,2653902.509
13,花蓮縣花蓮市建國路二段862號及866號1樓,花蓮縣花蓮市國興里26鄰建國路二段862號,307557.392,2654697.875
14,花蓮縣花蓮市中山路74號,花蓮縣花蓮市民族里6鄰中山路74號,312202.914,2652369.313
15,花蓮縣花蓮市華西121-9及121-10及121-11號,花蓮縣花蓮市民心里14鄰華西121之11號,312955.791,2656413.037
16,花蓮縣花蓮市國民九街56號58號1樓,花蓮縣花蓮市國盛里19鄰國民九街56號,311727.979,2654553.049
17,花蓮縣花蓮市公園路7-1號,花蓮縣花蓮市民生里19鄰公園路7之1號,312178.489,2652638.91
18,花蓮縣花蓮市國聯一路55號,花蓮縣花蓮市國聯里29鄰國聯一路55號,311413.473,2654337.507
19,花蓮縣花蓮市國富里富國路32號1樓,花蓮縣花蓮市國富里18鄰富國路32號,310636.541,2654164.83
20,花蓮縣花蓮市中華路426號,花蓮縣花蓮市主權里7鄰中華路426號,310479.685,2652356.228
21,花蓮縣花蓮市民享里府前路638號640號,花蓮縣花蓮市民享里1鄰府前路638號,312974.982,2655693.092
22,花蓮縣花蓮市中央路三段808號810號,花蓮縣花蓮市國富里37鄰中央路三段808號,310219.297,2654342.921
23,花蓮縣花蓮市民國路22號1樓,花蓮縣花蓮市國治里19鄰民國路22號,311560.255,2652746.628
24,花蓮縣花蓮市中美路186號,花蓮縣花蓮市民立里1鄰中美路186號,313696.847,2654202.818
25,花蓮縣花蓮市和平路259號,花蓮縣花蓮市主和里2鄰和平路259號,311570.83,2652016.64
26,花蓮縣花蓮市中原路328號1樓,花蓮縣花蓮市主安里5鄰中原路328號,311062.276,2651680.577
27,花蓮縣花蓮市德安一街307號,花蓮縣花蓮市主權里15鄰德安一街307號,310308.902,2651905.149
28,花蓮縣花蓮市中正路156號1樓,花蓮縣花蓮市主農里21鄰中正路156號,310828.21,2651908.58
29,花蓮縣花蓮市中華路283之1號,花蓮縣花蓮市主力里3鄰中華路283之1號,311049,2652386.862
30,花蓮縣花蓮市建國路二段298號,花蓮縣花蓮市國興里2鄰建國路二段298號,308759.873,2654285.052
31,花蓮縣花蓮市中山路426號,花蓮縣花蓮市國聯里1鄰中山路426號,311180.359,2653790.214
32,花蓮縣花蓮市中美路209號,花蓮縣花蓮市民孝里2鄰中美路209號,314013.867,2654674.967
33,花蓮縣花蓮市民生里中山路183號185號1樓,花蓮縣花蓮市民生里5鄰中山路183號,312020.054,2652570.223
34,花蓮縣花蓮市中山路891號893號,花蓮縣花蓮市國富里43鄰中山路891號,310595.053,2654532.075
35,花蓮縣花蓮市中山路一段7號9號1樓,花蓮縣花蓮市國慶里10鄰中山路一段7號,310434.177,2654754.872
36,花蓮縣花蓮市林森路160號1樓,花蓮縣花蓮市國風里5鄰林森路160號,311109.734,2652722.359
37,花蓮縣花蓮市東興路369號371號1樓,花蓮縣花蓮市民孝里19鄰東興路369號,314306.239,2655575.33
38,花蓮縣花蓮市民權路136號138號1樓,花蓮縣花蓮市民運里26鄰民權路136號,314231.82,2654503.069
39,花蓮縣花蓮市國聯里國聯三路16號18號,花蓮縣花蓮市國聯里23鄰國聯三路16號,311387.487,2654172.581
40,花蓮縣花蓮市富強路214號216號1樓,花蓮縣花蓮市國裕里33鄰富強路214號,310921.717,2655006.365
41,花蓮縣花蓮市民權路25之1號25之2號25之3號1樓,花蓮縣花蓮市民德里5鄰民權路25之1號,313222.739,2653264.75
42,花蓮縣花蓮市中正路383號385號,花蓮縣花蓮市主睦里18鄰中正路383號,311375.009,2652339.416
43,花蓮縣花蓮市林森路258號1樓,花蓮縣花蓮市國光里8鄰林森路258號,311795.311,2653217
44,花蓮縣花蓮市國聯五路55號,花蓮縣花蓮市國聯里26鄰國聯五路55號,311598.81,2654097.779
45,花蓮縣花蓮市富吉路2號,花蓮縣花蓮市國裕里14鄰富吉路2號,310950.46,2654541.813
46,花蓮縣鳳林鎮長橋里長橋路108號1樓,花蓮縣鳳林鎮長橋里17鄰長橋路108號,293037.418,2623401.402
47,花蓮縣鳳林鎮兆豐路699號,花蓮縣鳳林鎮林榮里11鄰兆豐路699號,296992.719,2632976.91
48,花蓮縣鳳林鎮兆豐路699號1樓,花蓮縣鳳林鎮林榮里11鄰兆豐路699號,296992.719,2632976.91
49,花蓮縣鳳林鎮鳳禮里中正路二段143號145號,花蓮縣鳳林鎮鳳禮里10鄰中正路二段143號,295788.734,2627140.873
50,花蓮縣鳳林鎮信義路216號1樓,花蓮縣鳳林鎮大榮里19鄰信義路216號,296246.429,2627095.063
51,花蓮縣玉里鎮光復路5號7號9號1樓,花蓮縣玉里鎮中城里8鄰光復路5號,282574.659,2581113.299
52,花蓮縣玉里鎮中山路二段90號1樓,花蓮縣玉里鎮國武里22鄰中山路二段90號,282204.4,2581275.649
53,花蓮縣玉里鎮中城里忠孝路101號,花蓮縣玉里鎮中城里2鄰忠孝路101號,282815.39,2580224.089
54,花蓮縣玉里鎮大同路214號及光復路184號,花蓮縣玉里鎮中城里31鄰大同路214號,281955.407,2581039.08
55,花蓮縣玉里鎮樂合里新民路13-1號,花蓮縣玉里鎮樂合里2鄰溫泉13號之1;花蓮縣玉里鎮樂合里9鄰南通13之1號;花蓮縣玉里鎮樂合里17鄰新民13之1號,287414.909;284406.962;284395.957,2576941.612;2579084.080;2579854.475
56,花蓮縣玉里鎮中山路一段96號,花蓮縣玉里鎮中城里4鄰中山路一段96號,282409.821,2580700.356
57,花蓮縣玉里鎮興國路二段23號,花蓮縣玉里鎮啟模里2鄰興國路二段23號,282709.755,2581574.87
58,花蓮縣新城鄉北埔路282號,花蓮縣新城鄉北埔村15鄰北埔路282號,311374.283,2659077.791
59,花蓮縣新城鄉嘉新路63巷1號,花蓮縣新城鄉嘉新村7鄰嘉新路63巷1號,312305.565,2655876.626
60,花蓮縣新城鄉順安村北三棧119之6號,花蓮縣新城鄉順安村5鄰北三棧119之6號,314389.822,2667709.419
61,花蓮縣新城鄉新興路28號30號1樓,花蓮縣新城鄉新城村18鄰新興路28號,315622.862,2669676.768
62,花蓮縣新城鄉嘉里路110號1樓,花蓮縣新城鄉嘉里村25鄰嘉里路110號,312016.359,2657382.189
63,花蓮縣新城鄉康樂村康樂路286號288號,花蓮縣新城鄉康樂村1鄰康樂路286號,311565.125,2660864.356
64,花蓮縣新城鄉北埔村光復路462號1樓,花蓮縣新城鄉北埔村16鄰光復路487之1號,311453.487,2659268.51
65,花蓮縣新城鄉北埔村7鄰北埔路172號,花蓮縣新城鄉北埔村10鄰北埔路172號,311477.348,2658786.302
66,花蓮縣新城鄉嘉里村嘉里路153號155號157號1樓,花蓮縣新城鄉嘉里村26鄰嘉里路153號,311928.766,2657441.284
67,花蓮縣吉安鄉南埔八街223號,花蓮縣吉安鄉仁里村20鄰南埔八街223號,309780.75,2651232
68,花蓮縣吉安鄉中山路二段73號75號1樓昌隆一街48號50號1樓,花蓮縣吉安鄉南昌村17鄰中山路二段73號,309362.113,2651912.006
69,花蓮縣吉安鄉自強路160號1樓,花蓮縣吉安鄉勝安村17鄰自強路160號,309720.947,2652863.592
70,花蓮縣吉安鄉吉安路一段114號,花蓮縣吉安鄉永安村25鄰吉安路一段114號,308277.599,2653863.89
71,花蓮縣吉安鄉海岸路683號,花蓮縣吉安鄉光華村18鄰海岸路683號,309721.444,2648406.896
72,花蓮縣吉安鄉中華路二段172號,花蓮縣吉安鄉宜昌村12鄰中華路二段172號,309422.09,2652250.89
73,花蓮縣吉安鄉南濱路一段651號,花蓮縣吉安鄉光華村18鄰南濱路一段651號,310280.598,2647095.99
74,花蓮縣吉安鄉吉安路五段262之1號1F,花蓮縣吉安鄉南華村11鄰吉安路五段262之1號,305993.468,2649982
75,花蓮縣吉安鄉海岸路252號254號1樓,花蓮縣吉安鄉仁和村10鄰海岸路252號,310248.759,2650080.788
76,花蓮縣吉安鄉海岸路469號,花蓮縣吉安鄉仁安村15鄰海岸路469號,310027.65,2649430.169
77,花蓮縣吉安鄉南濱路一段116號,花蓮縣吉安鄉仁安村4鄰南濱路一段116號,311212.011,2650297.799
78,花蓮縣吉安鄉東昌村海岸路77號,花蓮縣吉安鄉東昌村34鄰海岸路77號,310185.686,2650975.75
79,花蓮縣吉安鄉自強路52號,花蓮縣吉安鄉勝安村22鄰自強路52號,309575.408,2652626.015
80,花蓮縣吉安鄉自強路52號,花蓮縣吉安鄉勝安村22鄰自強路52號,309575.408,2652626.015
81,花蓮縣吉安鄉福興村吉安路三段78號80號82號福興路236號,花蓮縣吉安鄉福興村7鄰吉安路三段78號,306978.322,2651665.781
82,花蓮縣吉安鄉建國路二段285號1F,花蓮縣吉安鄉永安村30鄰建國路二段285號,308403.929,2654374.359
83,花蓮縣吉安鄉吉興路二段46號48號1樓,花蓮縣吉安鄉稻香村12鄰吉興路二段46號,308231.229,2651043.39
84,花蓮縣吉安鄉中山路三段423號,花蓮縣吉安鄉慶豐村24鄰中山路三段423號,307737.668,2652875.163
85,花蓮縣吉安鄉中華路二段5號,花蓮縣吉安鄉宜昌村1鄰中華路二段5號,309816.348,2652255.149
86,花蓮縣吉安鄉北昌村建國路一段49號51號,花蓮縣吉安鄉北昌村46鄰建國路一段49號,310572.821,2653474.907
87,花蓮縣吉安鄉吉安村中山路三段2號,花蓮縣吉安鄉吉安村3鄰中山路三段2號,308925.719,2652207.71
88,花蓮縣吉安鄉中山路三段232號236號1樓,花蓮縣吉安鄉慶豐村10鄰中山路三段232號,308207.185,2652634.132
89,花蓮縣壽豐鄉平和村中華路二段215號,花蓮縣壽豐鄉平和村19鄰中華路二段215號,303416.242,2642959.591
90,花蓮縣壽豐鄉中山路222號1樓,花蓮縣壽豐鄉豐裡村7鄰中山路222號,301488.059,2637694.023
91,花蓮縣壽豐鄉志學村7鄰中山路三段6號,花蓮縣壽豐鄉志學村7鄰中山路三段6號,303990.305,2644868.913
92,花蓮縣壽豐鄉中山路五段131號,花蓮縣壽豐鄉壽豐村8鄰中山路五段131號,301860.972,2640687.35
93,花蓮縣壽豐鄉豐坪村豐坪路二段5之1號1樓,花蓮縣壽豐鄉豐坪村11鄰豐坪路二段5之1號,301584.608,2636405.64
94,花蓮縣壽豐鄉吳全131號一樓之三及一樓之五,花蓮縣壽豐鄉平和村25鄰吳全131號,306403.933,2643614.762
95,花蓮縣壽豐鄉鹽寮130號,花蓮縣壽豐鄉壽豐村3鄰壽豐路一段130號;花蓮縣壽豐鄉溪口村14鄰牧場130號;花蓮縣壽豐鄉壽豐村1鄰壽豐路二段130號;花蓮縣壽豐鄉平和村6鄰平和二街130號;花蓮縣壽豐鄉光榮村14鄰中山路七段130號;花蓮縣壽豐鄉志學村6鄰中正路130號;花蓮縣壽豐鄉水璉村7鄰水璉路130號;花蓮縣壽豐鄉池南村5鄰荖溪130號;花蓮縣壽豐鄉鹽寮村4鄰塩寮130號;花蓮縣壽豐鄉平和村25鄰吳全130號,302049.813;299751.781;302358.892;303171.218;302392.749;304231.679;307173.875;301399.020;310966.652;306433.780,2640763.183;2635351.657;2641233.112;2642794.464;2642462.757;2644696.865;2631115.669;2645084.640;2640722.989;2643668.089
96,花蓮縣光復鄉富田二街55號57號,花蓮縣光復鄉北富村3鄰富田二街55號,295997.842,2617375.526
97,花蓮縣光復鄉中山路一段125號,花蓮縣光復鄉大進村4鄰中山路一段125號,292743.08,2617086.16
98,花蓮縣光復鄉中正路一段90號1樓中山路二段250號252號1樓,花蓮縣光復鄉大安村17鄰中正路一段90號,293219.054,2618061.254
99,花蓮縣豐濱鄉三民村三民路61號65號1樓,花蓮縣豐濱鄉三民村三民路61號65號1樓,303270.8034,2610631.299
100,花蓮縣瑞穗鄉溫泉路二段308號1樓,花蓮縣瑞穗鄉瑞祥村10鄰溫泉路三段195號,285369.913,2599153.987
101,花蓮縣瑞穗鄉中山路一段17號19號,花蓮縣瑞穗鄉瑞穗村8鄰中山路一段17號,288543.402,2599404.447
102,花蓮縣瑞穗鄉瑞北路30之2號,花蓮縣瑞穗鄉瑞北路30之2號,288488.7109,2601585.812
103,花蓮縣富里鄉中山路167號,花蓮縣富里鄉富里村20鄰中山路166號;花蓮縣富里鄉富里村20鄰中山路168號,275350.348;275350.626,2563510.319;2563513.995
104,花蓮縣富里鄉中山路61號,花蓮縣富里鄉富里村20鄰中山路61號,275325.69,2563524.415
105,花蓮縣秀林鄉富世村天祥17之1號,花蓮縣秀林鄉富世村13鄰天祥17號,300219.467,2675334.481
106,花蓮縣秀林鄉富世村富世路152號152-1號,花蓮縣秀林鄉富世村8鄰富世152號,313594.656,2671932.75
107,花蓮縣秀林鄉景美村加灣178之20號,花蓮縣秀林鄉景美村9鄰加灣178之20號,312290.971,2665231.813
108,花蓮縣秀林鄉和平村和平街156號,花蓮縣秀林鄉和平村和平街156號,325873.965,2689483.653
109,花蓮縣秀林鄉崇德村崇德95-6號1樓,花蓮縣秀林鄉崇德村7鄰崇德95之6號,316088.431,2672503.907
110,花蓮縣秀林鄉崇德村海濱3號3之1號1樓,花蓮縣秀林鄉崇德村1鄰海濱3號,316374.764,2673650.037
111,花蓮縣秀林鄉和平村和平263號(台泥和平廠),花蓮縣秀林鄉和平村8鄰和平263號,326270.53,2688787.259
112,花蓮縣萬榮鄉萬榮162之1號162之2號,花蓮縣萬榮鄉萬榮村8鄰萬榮162之1號,291753.81,2623560.12
113,花蓮縣卓溪鄉卓溪村中正57-6號,花蓮縣卓溪鄉卓溪村6鄰中正57之6號,281166.233,2582635.467
114,,找不到指定的門牌地址。,,
115,OK,找不到指定的門牌地址。,,
116,花蓮縣吉安鄉吉安路１段69-2號,花蓮縣吉安鄉永安村32鄰吉安路一段69之2號,308371.01,2653962.79
117,花蓮縣花蓮市林森路196號1+2樓,花蓮縣花蓮市國威里34鄰林森路196號,311434.718,2652955.933
118,花蓮縣花蓮市明心街1-18號1樓,花蓮縣花蓮市國防里6鄰明心街1之18號,311667.311,2653496.37
119,花蓮縣新城鄉光復路493-1號1樓,花蓮縣新城鄉新秀村3鄰光復路493之1號,311420.56,2659417.319
120,花蓮縣花蓮市東興路351號,花蓮縣花蓮市民孝里18鄰東興路351號,314311.378,2655490.191
121,,找不到指定的門牌地址。,,
122,全家,找不到指定的門牌地址。,,
123,花蓮縣富里鄉東里村大莊路１之１號,花蓮縣富里鄉東里村1鄰大莊路1之1號,280883.25,2573830
124,花蓮縣光復鄉中山路二段２２３號,花蓮縣光復鄉大華村11鄰中山路二段223號,293208.71,2618090.538
125,花蓮縣瑞穗鄉瑞穗村中正北路１號一樓,花蓮縣瑞穗鄉瑞穗村6鄰中正北路一段1號,288574.064,2599414.537
126,花蓮縣瑞穗鄉溫泉路三段１７９．１８１號,花蓮縣瑞穗鄉瑞祥村10鄰溫泉路三段195號,285369.913,2599153.987
127,花蓮縣玉里鎮中山路二段５４號,花蓮縣玉里鎮國武里21鄰中山路二段54號,282230.64,2581195.879
128,花蓮縣玉里鎮中華路１７７號,花蓮縣玉里鎮永昌里2鄰中華路177號,282225.246,2581740.637
129,花蓮縣花蓮市中山路７０８號１樓,花蓮縣花蓮市國裕里2鄰中山路708號,310614.99,2654577.336
130,花蓮縣花蓮市中山路４０６－２號,花蓮縣花蓮市國安里14鄰中山路406之2號,311506.889,2653337.515
131,花蓮縣花蓮市中山路５４７－２號,花蓮縣花蓮市國魂里3鄰中山路547之2號,311218.373,2653667.933
132,花蓮縣花蓮市中央路三段７０７號,花蓮縣花蓮市國慶里11鄰中央路三段707號,310262.39,2654676.93
133,花蓮縣花蓮市中央路三段７０７號３樓,花蓮縣花蓮市國慶里11鄰中央路三段707號,310262.39,2654676.93
134,花蓮縣花蓮市中正路２０７號．２０９號,花蓮縣花蓮市主學里20鄰中正路207號,310987.541,2652065.696
135,花蓮縣花蓮市中正路４１３號１樓,花蓮縣花蓮市主信里13鄰中正路412號;花蓮縣花蓮市主信里13鄰中正路414號,311488.212;311492.603,2652387.831;2652391.018
136,花蓮縣花蓮市中正路６３３號,花蓮縣花蓮市國治里1鄰中正路633號,312100.913,2652875.336
137,花蓮縣花蓮市中正路５６９號,花蓮縣花蓮市國治里11鄰中正路569號,311847.33,2652682.173
138,花蓮縣花蓮市中正路２６８號１樓,花蓮縣花蓮市主學里13鄰中正路268號,311177.128,2652165.259
139,花蓮縣花蓮市中興路１８２號１樓,花蓮縣花蓮市民政里15鄰中興路182號,313596.882,2654781.76
140,花蓮縣花蓮市民國路１２１號,花蓮縣花蓮市國威里1鄰民國路121號,311652.966,2652844.259
141,花蓮縣花蓮市林森路１９１號１樓,花蓮縣花蓮市國風里16鄰林森路191號,311093.424,2652743.895
142,花蓮縣花蓮市林森路２５０號,花蓮縣花蓮市國威里26鄰林森路250號,311703.164,2653149.484
143,花蓮縣花蓮市建國路二段８７６號,花蓮縣花蓮市國興里26鄰建國路二段876號,307528.745,2654708.463
144,花蓮縣花蓮市國聯一路１００號１樓,花蓮縣花蓮市國聯里35鄰國聯一路100號,311185.859,2654334.48
145,花蓮縣花蓮市國聯五路５９號,花蓮縣花蓮市國聯里26鄰國聯五路59號,311594.46,2654123.04
146,花蓮縣花蓮市國聯五路１２６、１２８號１樓,花蓮縣花蓮市國盛里8鄰國聯五路280之2號;花蓮縣花蓮市國盛里8鄰國聯五路280之3號;花蓮縣花蓮市國盛里8鄰國聯五路280之4號;花蓮縣花蓮市國盛里8鄰國聯五路280之5號;花蓮縣花蓮市國盛里8鄰國聯五路280之6號;花蓮縣花蓮市國盛里8鄰國聯五路280之10號;花蓮縣花蓮市國盛里8鄰國聯五路280之11號;花蓮縣花蓮市國盛里8鄰國聯五路280之12號;花蓮縣花蓮市國盛里8鄰國聯五路280之13號;花蓮縣花蓮市國盛里8鄰國聯五路280之14號,311492.340;311492.340;311492.340;311492.340;311492.340;311492.340;311492.340;311492.340;311492.340;311492.340,2654715.299;2654715.299;2654715.299;2654715.299;2654715.299;2654715.299;2654715.299;2654715.299;2654715.299;2654715.299
147,花蓮縣花蓮市德安一街２２３號１樓,花蓮縣花蓮市主權里13鄰德安一街223號,310439.69,2652045.916
148,花蓮縣新城鄉嘉新村嘉新路４５號,花蓮縣新城鄉嘉新村9鄰嘉新路42號;花蓮縣新城鄉嘉新村9鄰嘉新路46號,312337.690;312332.234,2655933.328;2655932.921
149,花蓮縣新城鄉嘉里村嘉里三街８０之１號,花蓮縣新城鄉嘉里村18鄰嘉里三街80之1號,311716.299,2657132.47
150,花蓮縣新城鄉新城村新興路５３號１樓,花蓮縣新城鄉新城村23鄰新興路53號,315463.554,2669714.145
151,花蓮縣新城鄉康樂村康樂路２７９號,花蓮縣新城鄉康樂村1鄰康樂路279號,311524.114,2660877.855
152,花蓮縣新城鄉嘉新村花師街３７號一樓,花蓮縣新城鄉嘉新村10鄰花師街37號,312658.537,2656107.66
153,花蓮縣新城鄉佳林村佳林１０５號,花蓮縣新城鄉佳林村5鄰佳林105號,310079.327,2659191.711
154,花蓮縣新城鄉北三棧１１９號,花蓮縣新城鄉順安村5鄰北三棧119號,314142.194,2667560.324
155,花蓮縣新城鄉七星街１１０號,花蓮縣新城鄉大漢村2鄰七星街110號,314132.46,2658111.777
156,花蓮縣新城鄉北埔路１５９號一樓,花蓮縣新城鄉北埔村16鄰北埔路159號,311485.179,2658649.12
157,花蓮縣秀林鄉崇德村海濱７號１樓,花蓮縣秀林鄉崇德村1鄰海濱7號,316410.686,2673781.566
158,花蓮縣秀林鄉和平村和平路１８７號一樓,花蓮縣秀林鄉和平村和平路187號一樓,325917.4329,2689380.431
159,花蓮縣吉安鄉中華路二段１６１號１樓,花蓮縣吉安鄉宜昌村14鄰中華路二段159號;花蓮縣吉安鄉宜昌村20鄰中華路二段163號,309309.436;309279.770,2652204.571;2652207.299
160,花蓮縣吉安鄉仁里村中正路１段１５３號，１５５號１樓,花蓮縣吉安鄉仁里村4鄰中正路一段153號,310238.887,2651372.727
161,花蓮縣吉安鄉慶豐村中山路三段４５０號一樓,花蓮縣吉安鄉慶豐村30鄰中山路三段450號,307723.5,2652913.23
162,花蓮縣吉安鄉中山路二段７１之２號,花蓮縣吉安鄉南昌村17鄰中山路二段71之2號,309372.419,2651903.31
163,花蓮縣吉安鄉仁里五街４８－１號,花蓮縣吉安鄉仁里村9鄰仁里五街48號之1,310141.049,2651727.196
164,花蓮縣吉安鄉吉安路一段２０號,花蓮縣吉安鄉永安村9鄰吉安路一段20號,308511.923,2654253.228
165,花蓮縣吉安鄉自強路６０３號,花蓮縣吉安鄉北昌村37鄰自強路603號,310409.789,2653955.299
166,花蓮縣吉安鄉自強路３９５號之１,花蓮縣吉安鄉勝安村35鄰自強路395號之1,309932.34,2653270.776
167,花蓮縣吉安鄉勝安村自強路１２９號一樓１３１號,花蓮縣吉安鄉勝安村32鄰自強路129號,309710.156,2652913.881
168,花蓮縣吉安鄉福興路２３２－１號,花蓮縣吉安鄉福興村8鄰福興路232之1號,307001.83,2651640.856
169,花蓮縣壽豐鄉大學路二段１號（東華大學六期學生宿舍）,花蓮縣壽豐鄉志學村16鄰大學路二段1號,305334.356,2643417.544
170,花蓮縣壽豐鄉大學路二段１號（多容館）,花蓮縣壽豐鄉志學村16鄰大學路二段1號,305334.356,2643417.544
171,花蓮縣壽豐鄉志學村大學路２段１號（湖畔之心）,花蓮縣壽豐鄉志學村16鄰大學路二段1號,305334.356,2643417.544
172,花蓮縣壽豐鄉豐山村中山路１９５號,花蓮縣壽豐鄉豐山村18鄰中山路195號,300471.764,2638391.426
173,花蓮縣壽豐鄉中山路五段６０號,花蓮縣壽豐鄉壽豐村8鄰中山路五段60號,301866,2640603
174,花蓮縣壽豐鄉志學村中正路１７號,花蓮縣壽豐鄉志學村3鄰中正路10之1號,303942.163,2644857.29
